Date,Close
15/09/2014,398.821014
22/09/2014,377.181
29/09/2014,320.51001
06/10/2014,378.549011
13/10/2014,389.54599
20/10/2014,354.70401
27/10/2014,325.891998
03/11/2014,363.264008
10/11/2014,387.881989
17/11/2014,367.572998
24/11/2014,378.046997
01/12/2014,375.095001
08/12/2014,351.631989
15/12/2014,320.842987
22/12/2014,317.239014
29/12/2014,264.195007
05/01/2015,265.660004
12/01/2015,210.339005
19/01/2015,253.718002
26/01/2015,226.972
02/02/2015,223.412003
09/02/2015,234.824997
16/02/2015,235.977005
23/02/2015,260.201996
02/03/2015,274.354004
09/03/2015,286.393005
16/03/2015,267.959991
23/03/2015,242.712997
30/03/2015,260.597992
06/04/2015,236.153
13/04/2015,222.600006
20/04/2015,219.429993
27/04/2015,240.358002
04/05/2015,240.296005
11/05/2015,236.802002
18/05/2015,240.953003
25/05/2015,230.190002
01/06/2015,222.880997
08/06/2015,233.542999
15/06/2015,243.944
22/06/2015,249.011002
29/06/2015,271.912994
06/07/2015,310.867004
13/07/2015,273.614014
20/07/2015,292.686005
27/07/2015,282.614014
03/08/2015,265.083008
10/08/2015,258.506989
17/08/2015,228.169006
24/08/2015,228.761002
31/08/2015,239.839996
07/09/2015,230.511993
14/09/2015,231.212006
21/09/2015,232.757004
28/09/2015,238.259003
05/10/2015,247.050003
12/10/2015,261.643005
19/10/2015,283.679993
26/10/2015,325.431
02/11/2015,373.368011
09/11/2015,320.165985
16/11/2015,324.536011
23/11/2015,371.294006
30/11/2015,388.78299
07/12/2015,433.755005
14/12/2015,442.684998
21/12/2015,422.822998
28/12/2015,430.010986
04/01/2016,447.990997
11/01/2016,382.299011
18/01/2016,402.971008
25/01/2016,368.766998
01/02/2016,376.619995
08/02/2016,407.230011
15/02/2016,438.798004
22/02/2016,433.503998
29/02/2016,407.707001
07/03/2016,414.065002
14/03/2016,413.755005
21/03/2016,426.765015
28/03/2016,420.903992
04/04/2016,421.563995
11/04/2016,427.398987
18/04/2016,458.554993
25/04/2016,451.875
02/05/2016,458.548004
09/05/2016,457.567993
16/05/2016,439.322998
23/05/2016,526.232971
30/05/2016,574.97699
06/06/2016,672.783997
13/06/2016,763.781006
20/06/2016,629.367004
27/06/2016,658.664001
04/07/2016,649.359985
11/07/2016,679.458984
18/07/2016,661.284973
25/07/2016,624.68103
01/08/2016,592.690002
08/08/2016,570.473022
15/08/2016,581.307983
22/08/2016,573.911987
29/08/2016,608.633972
05/09/2016,606.718994
12/09/2016,609.874023
19/09/2016,600.825989
26/09/2016,610.892029
03/10/2016,616.752014
10/10/2016,641.630981
17/10/2016,657.070984
24/10/2016,701.864014
31/10/2016,711.521973
07/11/2016,702.031006
14/11/2016,731.026001
21/11/2016,732.034973
28/11/2016,773.872009
05/12/2016,769.731018
12/12/2016,790.530029
19/12/2016,896.182983
26/12/2016,998.325012
02/01/2017,911.198975
09/01/2017,821.797974
16/01/2017,924.672974
23/01/2017,919.495972
30/01/2017,1027.339966
06/02/2017,999.18103
13/02/2017,1047.869995
20/02/2017,1165.199951
27/02/2017,1267.119995
06/03/2017,1221.380005
13/03/2017,1036.73999
20/03/2017,966.724976
27/03/2017,1102.170044
03/04/2017,1187.869995
10/04/2017,1182.939941
17/04/2017,1207.209961
24/04/2017,1347.890015
01/05/2017,1596.709961
08/05/2017,1808.910034
15/05/2017,2041.199951
22/05/2017,2155.800049
29/05/2017,2511.810059
05/06/2017,2958.110107
12/06/2017,2548.290039
19/06/2017,2589.409912
26/06/2017,2506.469971
03/07/2017,2518.439941
10/07/2017,1929.819946
17/07/2017,2730.399902
24/07/2017,2757.179932
31/07/2017,3213.939941
07/08/2017,4073.26001
14/08/2017,4087.659912
21/08/2017,4382.879883
28/08/2017,4582.959961
04/09/2017,4122.939941
11/09/2017,3582.879883
18/09/2017,3682.840088
25/09/2017,4403.740234
02/10/2017,4610.47998
09/10/2017,5678.189941
16/10/2017,6008.419922
23/10/2017,6153.850098
30/10/2017,7407.410156
06/11/2017,5950.069824
13/11/2017,8036.490234
20/11/2017,9330.549805
27/11/2017,11323.2002
04/12/2017,15455.40039
11/12/2017,19140.80078
18/12/2017,13925.79981
25/12/2017,14156.40039
01/01/2018,16477.59961
08/01/2018,13772
15/01/2018,11600.09961
22/01/2018,11786.29981
29/01/2018,8277.009766
05/02/2018,8129.970215
12/02/2018,10551.79981
19/02/2018,9664.730469
26/02/2018,11512.59961
05/03/2018,9578.629883
12/03/2018,8223.679688
19/03/2018,8495.780273
26/03/2018,6844.22998
02/04/2018,7023.52002
09/04/2018,8329.110352
16/04/2018,8802.459961
23/04/2018,9419.080078
30/04/2018,9654.799805
07/05/2018,8723.94043
14/05/2018,8513.25
21/05/2018,7368.220215
28/05/2018,7720.25
04/06/2018,6786.02002
11/06/2018,6499.27002
18/06/2018,6173.22998
25/06/2018,6385.819824
02/07/2018,6773.879883
09/07/2018,6359.640137
16/07/2018,7418.490234
23/07/2018,8218.459961
30/07/2018,7068.47998
06/08/2018,6322.689941
13/08/2018,6506.069824
20/08/2018,6707.259766
27/08/2018,7272.720215
03/09/2018,6300.859863
10/09/2018,6517.180176
17/09/2018,6710.629883
24/09/2018,6625.560059
01/10/2018,6602.950195
08/10/2018,6290.930176
15/10/2018,6482.350098
22/10/2018,6486.390137
29/10/2018,6376.129883
05/11/2018,6411.27002
12/11/2018,5623.540039
19/11/2018,4009.969971
26/11/2018,4139.87793
03/12/2018,3614.234375
10/12/2018,3252.839111
17/12/2018,3998.980225
24/12/2018,3865.952637
31/12/2018,4076.632568
07/01/2019,3552.953125
14/01/2019,3601.013672
21/01/2019,3583.96582
28/01/2019,3464.013428
04/02/2019,3690.188232
11/02/2019,3673.836182
18/02/2019,3810.42749
25/02/2019,3847.175781
04/03/2019,3951.599854
11/03/2019,4025.229004
18/03/2019,4022.168213
25/03/2019,4105.404297
01/04/2019,5198.896973
08/04/2019,5167.722168
15/04/2019,5314.53125
22/04/2019,5285.13916
29/04/2019,5795.708496
06/05/2019,6972.371582
13/05/2019,8197.689453
20/05/2019,8673.21582
27/05/2019,8742.958008
03/06/2019,7688.077148
10/06/2019,8994.488281
17/06/2019,10855.37109
24/06/2019,10817.15527
01/07/2019,11450.84668
08/07/2019,10256.05859
15/07/2019,10599.10547
22/07/2019,9552.860352
29/07/2019,10970.18457
05/08/2019,11523.5791
12/08/2019,10345.81055
19/08/2019,10138.51758
26/08/2019,9757.970703
02/09/2019,10441.27637
09/09/2019,10347.71289
16/09/2019,10070.39258
23/09/2019,8104.185547
30/09/2019,7988.155762
07/10/2019,8321.005859
14/10/2019,8222.078125
21/10/2019,9551.714844
28/10/2019,9235.354492
04/11/2019,9055.526367
11/11/2019,8577.975586
18/11/2019,7047.916992
25/11/2019,7424.29248
02/12/2019,7564.345215
09/12/2019,7152.301758
16/12/2019,7511.588867
23/12/2019,7422.652832
30/12/2019,7411.317383
06/01/2020,8192.494141
13/01/2020,8706.245117
20/01/2020,8596.830078
27/01/2020,9344.365234
03/02/2020,10116.67383
10/02/2020,9934.433594
17/02/2020,9924.515625
24/02/2020,8562.454102
02/03/2020,8108.116211
09/03/2020,5392.314941
16/03/2020,5830.254883
23/03/2020,5922.042969
30/03/2020,6791.129395
06/04/2020,6971.091797
13/04/2020,7189.424805
20/04/2020,7679.867188
27/04/2020,8897.46875
04/05/2020,8756.430664
11/05/2020,9670.739258
18/05/2020,8790.368164
25/05/2020,9461.058594
01/06/2020,9758.852539
08/06/2020,9386.788086
15/06/2020,9303.629883
22/06/2020,9143.582031
29/06/2020,9073.942383
06/07/2020,9276.5
13/07/2020,9185.817383
20/07/2020,9905.166992
27/07/2020,11053.61426
03/08/2020,11675.73926
10/08/2020,11892.80371
17/08/2020,11664.84766
24/08/2020,11711.50586
31/08/2020,10280.35156
07/09/2020,10323.75586
14/09/2020,10938.27148
21/09/2020,10775.26953
28/09/2020,10669.58301
05/10/2020,11384.18164
12/10/2020,11483.35938
19/10/2020,13031.17383
26/10/2020,13737.10938
02/11/2020,15479.56738
09/11/2020,15955.58789
16/11/2020,18370.00195
23/11/2020,18177.48438
30/11/2020,19345.12109
07/12/2020,19142.38281
14/12/2020,23477.29492
21/12/2020,26272.29492
28/12/2020,32782.02344
04/01/2021,38356.44141
11/01/2021,35791.27734
18/01/2021,32289.37891
25/01/2021,33114.35938
01/02/2021,38903.44141
08/02/2021,48717.28906
15/02/2021,57539.94531
22/02/2021,45137.76953
01/03/2021,51206.69141
08/03/2021,59302.31641
15/03/2021,57523.42188
22/03/2021,55950.74609
29/03/2021,58758.55469
05/04/2021,60204.96484
12/04/2021,56216.18359
19/04/2021,49004.25391
26/04/2021,56631.07813
03/05/2021,58232.31641
10/05/2021,46456.05859
17/05/2021,34770.58203
24/05/2021,35678.12891
31/05/2021,35862.37891
07/06/2021,39097.85938
14/06/2021,35698.29688
21/06/2021,34649.64453
28/06/2021,35287.78125
05/07/2021,34240.1875
12/07/2021,31796.81055
19/07/2021,35350.1875
26/07/2021,39974.89453
02/08/2021,43798.11719
09/08/2021,47047.00391
16/08/2021,49321.65234
23/08/2021,48829.83203
30/08/2021,51753.41016
06/09/2021,46063.26953
13/09/2021,47260.21875
20/09/2021,43208.53906
27/09/2021,48199.95313
04/10/2021,54771.57813
11/10/2021,61553.61719
18/10/2021,60930.83594
25/10/2021,61318.95703
01/11/2021,63326.98828
08/11/2021,65466.83984
15/11/2021,58730.47656
22/11/2021,57248.45703
29/11/2021,49368.84766
06/12/2021,50098.33594
13/12/2021,46707.01563
20/12/2021,50809.51563
27/12/2021,47345.21875
03/01/2022,41911.60156
10/01/2022,43113.87891
17/01/2022,36276.80469
24/01/2022,37917.60156
31/01/2022,42412.43359
07/02/2022,42197.51563
14/02/2022,38431.37891
21/02/2022,37709.78516
28/02/2022,38419.98438
07/03/2022,37849.66406
14/03/2022,41247.82422
21/03/2022,46820.49219
28/03/2022,46453.56641
04/04/2022,42207.67188
11/04/2022,39716.95313
18/04/2022,39469.29297
25/04/2022,38469.09375
02/05/2022,34059.26563
09/05/2022,31305.11328
16/05/2022,30323.72266
23/05/2022,29445.95703
30/05/2022,29906.66211
06/06/2022,26762.64844
13/06/2022,20553.27148
20/06/2022,21027.29492
27/06/2022,19297.07617
04/07/2022,20860.44922
11/07/2022,20779.34375
18/07/2022,22609.16406
25/07/2022,23336.89648
01/08/2022,23175.89063
08/08/2022,24319.33398
15/08/2022,21534.12109
22/08/2022,19616.81445
29/08/2022,19986.71289
05/09/2022,21769.25586
12/09/2022,19419.50586
19/09/2022,18802.09766
26/09/2022,19044.10742
03/10/2022,19446.42578
10/10/2022,19268.09375
17/10/2022,19567.00781
24/10/2022,20635.60352
31/10/2022,20926.48633
07/11/2022,16353.36523
14/11/2022,16291.83203
21/11/2022,16444.62695
28/11/2022,17130.48633
05/12/2022,17104.19336
12/12/2022,16795.0918
18/12/2022,16776.08984